ID	Len	GC	Group
RF00576_AADN02054199.1	87	0.517	RF00576
RF00576_AAFC03018949.1	86	0.500	RF00576
RF00576_AAFR03032285.1	86	0.453	RF00576
RF00576_AAGU02237959.1	86	0.442	RF00576
RF00576_AAHX01098347.1	84	0.500	RF00576
RF00576_AAIY01530650.1	86	0.477	RF00576
RF00576_AAKN02026413.1	86	0.430	RF00576
RF00576_AALT01270804.1	86	0.477	RF00576
RF00576_AANG01668984.1	86	0.442	RF00576
RF00576_AAPE01103241.1	86	0.419	RF00576
RF00576_AAPN01018749.1	87	0.460	RF00576
RF00576_AAPY01318549.1	86	0.453	RF00576
RF00576_AAQQ01310605.1	83	0.434	RF00576
RF00576_AAWZ01033046.1	86	0.558	RF00576
RF00576_AAYZ01065789.1	86	0.500	RF00576
RF00576_AC010653.10	86	0.488	RF00576
RF00576_AC122807.3	85	0.518	RF00576
