ID	Len	GC	Group
RF01813_AACY021297865.1	67	0.507	RF01813
RF01813_AAJV02000001.1	66	0.530	RF01813
RF01813_AAMJ02000001.1	66	0.545	RF01813
RF01813_ABAK02000001.1	65	0.508	RF01813
RF01813_ABAN01000001.1	66	0.530	RF01813
RF01813_ABEW01000004.1	67	0.493	RF01813
RF01813_ABHM02000002.1	60	0.483	RF01813
RF01813_ABKX01000002.1	66	0.470	RF01813
RF01813_ACBF01000002.1	66	0.530	RF01813
RF01813_ACDJ01000026.1	66	0.515	RF01813
RF01813_ACGN01000005.1	66	0.500	RF01813
RF01813_AE005174.2	64	0.547	RF01813
RF01813_AE005674.1	66	0.485	RF01813
RF01813_AE005674.1:2	64	0.500	RF01813
RF01813_AE014073.1	66	0.485	RF01813
RF01813_AE014613.1	65	0.538	RF01813
RF01813_AP009048.1	64	0.547	RF01813
RF01813_AP009048.1:2	66	0.500	RF01813
RF01813_AP009048.1:3	66	0.485	RF01813
RF01813_AP009048.1:4	65	0.508	RF01813
RF01813_AP009240.1	65	0.492	RF01813
RF01813_BA000007.2	64	0.547	RF01813
RF01813_BAAW01000824.1	66	0.515	RF01813
RF01813_BAAW01001321.1	67	0.522	RF01813
RF01813_BAAW01007045.1	66	0.530	RF01813
RF01813_CP000034.1	66	0.485	RF01813
RF01813_CP000036.1	64	0.531	RF01813
RF01813_CP000036.1:2	66	0.470	RF01813
RF01813_CP000036.1:3	66	0.485	RF01813
RF01813_CP000038.1	64	0.500	RF01813
RF01813_CP000800.1	66	0.545	RF01813
RF01813_CP000800.1:2	65	0.492	RF01813
RF01813_CP000802.1	64	0.547	RF01813
RF01813_CP000946.1	66	0.485	RF01813
RF01813_CP000948.1	66	0.500	RF01813
RF01813_CP000948.1:2	66	0.485	RF01813
RF01813_CP000948.1:3	65	0.508	RF01813
RF01813_CP000970.1	65	0.508	RF01813
RF01813_CP001164.1	64	0.547	RF01813
RF01813_CP001164.1:2	65	0.492	RF01813
RF01813_CU928145.2	66	0.485	RF01813
RF01813_CU928158.2	65	0.492	RF01813
RF01813_CU928158.2:2	66	0.515	RF01813
RF01813_CU928160.2	64	0.500	RF01813
RF01813_CU928161.2	66	0.545	RF01813
RF01813_CU928162.2	64	0.531	RF01813
RF01813_CU928163.2	64	0.531	RF01813
RF01813_CU928164.2	66	0.515	RF01813
RF01813_FM200053.1	65	0.538	RF01813
RF01813_U00096.2	66	0.500	RF01813
RF01813_U00096.2:2	66	0.485	RF01813
RF01813_U00096.2:3	65	0.508	RF01813
RF01813_U00096.2:4	64	0.547	RF01813
RF01813_Z26657.1	65	0.508	RF01813
