ID	Len	GC	Group
RF01421_AAAA02017716.1	81	0.457	RF01421
RF01421_AARH01001139.1	85	0.506	RF01421
RF01421_AARH01003570.1	90	0.478	RF01421
RF01421_AARH01005480.1	90	0.467	RF01421
RF01421_AARH01005987.1	91	0.549	RF01421
RF01421_AARH01006465.1	90	0.478	RF01421
RF01421_AARH01008218.1	90	0.522	RF01421
RF01421_AARH01016953.1	92	0.446	RF01421
RF01421_AASG02001451.1	85	0.459	RF01421
RF01421_AASG02004085.1	90	0.433	RF01421
RF01421_AASG02007560.1	86	0.512	RF01421
RF01421_AC004665.3	89	0.371	RF01421
RF01421_AC011807.4	88	0.443	RF01421
RF01421_AC149637.11	87	0.391	RF01421
RF01421_AM452399.2	92	0.543	RF01421
RF01421_AM463322.1	92	0.522	RF01421
RF01421_CR538722.1	87	0.414	RF01421
