ID	Len	GC	Group
RF00410_AC007240.2	135	0.474	RF00410
RF00410_AC079951.35	137	0.504	RF00410
RF00410_AC079951.35:2	135	0.437	RF00410
RF00410_AC079951.35:3	136	0.404	RF00410
RF00410_AC094784.13	133	0.466	RF00410
RF00410_AC113292.6	136	0.412	RF00410
RF00410_AC122035.2	136	0.390	RF00410
RF00410_AC126547.4	136	0.404	RF00410
RF00410_AC142113.2	135	0.400	RF00410
RF00410_AJ609426.1	135	0.437	RF00410
RF00410_AJ609427.1	137	0.401	RF00410
RF00410_AJ609443.1	137	0.504	RF00410
RF00410_AL078581.11	135	0.415	RF00410
RF00410_AL359273.11	137	0.372	RF00410
RF00410_AL731670.13	137	0.409	RF00410
RF00410_AL840639.3	137	0.423	RF00410
RF00410_AL929067.8	137	0.409	RF00410
RF00410_AY214596.1	136	0.419	RF00410
