ID	Len	GC	Group
RF00667_AAAB01008846.1	73	0.493	RF00667
RF00667_AABS01001128.1	65	0.462	RF00667
RF00667_AACT01006707.1	63	0.429	RF00667
RF00667_AADB02018141.1	67	0.672	RF00667
RF00667_AADG05009493.1	66	0.364	RF00667
RF00667_AADN02006059.1	69	0.478	RF00667
RF00667_AAEX02022692.1	69	0.507	RF00667
RF00667_AAFR03065433.1	68	0.574	RF00667
RF00667_AAGE02018815.1	74	0.500	RF00667
RF00667_AAGJ02141394.1	70	0.457	RF00667
RF00667_AAGU02562745.1	65	0.646	RF00667
RF00667_AAGV020569574.1	64	0.672	RF00667
RF00667_AAIY01417522.1	68	0.559	RF00667
RF00667_AAIZ01009364.1	70	0.486	RF00667
RF00667_AAJJ01000068.1	64	0.422	RF00667
RF00667_AALT01070464.1	67	0.582	RF00667
RF00667_AANH01004216.1	69	0.493	RF00667
RF00667_AANH01011106.1	65	0.492	RF00667
RF00667_AANI01017473.1	71	0.535	RF00667
RF00667_AANN01189516.1	69	0.478	RF00667
RF00667_AAPE01107629.1	65	0.631	RF00667
RF00667_AAPN01422427.1	67	0.507	RF00667
RF00667_AAPN01437665.1	69	0.507	RF00667
RF00667_AAPP01019353.1	69	0.536	RF00667
RF00667_AAPT01020652.1	71	0.493	RF00667
RF00667_AAPU01011618.1	72	0.500	RF00667
RF00667_AAPY01023874.1	68	0.471	RF00667
RF00667_AAQQ01022475.1	69	0.507	RF00667
RF00667_AAQR01483719.1	69	0.478	RF00667
RF00667_AASR01043351.1	68	0.456	RF00667
RF00667_AAWU01038467.1	75	0.480	RF00667
RF00667_AAWZ01021152.1	69	0.420	RF00667
RF00667_AAWZ01041754.1	67	0.597	RF00667
RF00667_AAYZ01315512.1	67	0.672	RF00667
RF00667_AAZX01017121.1	67	0.433	RF00667
RF00667_ABBA01055655.1	69	0.478	RF00667
RF00667_ABDC01612653.1	67	0.507	RF00667
RF00667_AC105358.8	69	0.478	RF00667
RF00667_BAAB01084098.1	68	0.471	RF00667
RF00667_BAAE01000948.1	68	0.500	RF00667
RF00667_BAAF04067532.1	68	0.441	RF00667
RF00667_CAAB01001000.1	71	0.493	RF00667
RF00667_CAAB01004016.1	68	0.485	RF00667
RF00667_CAAB01006000.1	69	0.507	RF00667
RF00667_CAAE01014738.1	69	0.522	RF00667
