ID	Len	GC	Group
RF00457_AABR04000383.1	202	0.658	RF00457
RF00457_AADA01120667.1	203	0.680	RF00457
RF00457_AAEX02035336.1	204	0.672	RF00457
RF00457_AAFC03038179.1	203	0.675	RF00457
RF00457_AAGV020135489.1	199	0.633	RF00457
RF00457_AAGW01578843.1	203	0.714	RF00457
RF00457_AAIY01803948.1	205	0.649	RF00457
RF00457_AAKN02033263.1	204	0.672	RF00457
RF00457_AALT01384160.1	203	0.665	RF00457
RF00457_AANG01158687.1	155	0.600	RF00457
RF00457_AANN01706250.1	204	0.672	RF00457
RF00457_AANU01110709.1	203	0.675	RF00457
RF00457_AAPE01105666.1	203	0.675	RF00457
RF00457_AAPY01744069.1	203	0.680	RF00457
RF00457_AAQR01668912.1	203	0.660	RF00457
RF00457_AAWR02013275.1	203	0.675	RF00457
RF00457_ABDC01240867.1	203	0.680	RF00457
RF00457_BC054534.1	203	0.665	RF00457
RF00457_X96401.1	203	0.680	RF00457
RF00457_Y07609.1	204	0.667	RF00457
RF00457_Y13440.1	203	0.680	RF00457
