ID	Len	GC	Group
RF01159_AAAB01008844.1	72	0.292	RF01159
RF01159_AAEU02000204.1	76	0.289	RF01159
RF01159_AAFS01000468.1	71	0.268	RF01159
RF01159_AAGE02008153.1	71	0.296	RF01159
RF01159_AAIZ01003783.1	72	0.347	RF01159
RF01159_AAKO01000106.1	71	0.282	RF01159
RF01159_AANI01017473.1	71	0.268	RF01159
RF01159_AAPP01019276.1	72	0.319	RF01159
RF01159_AAPQ01006572.1	71	0.268	RF01159
RF01159_AAPT01020876.1	71	0.296	RF01159
RF01159_AAPU01011615.1	72	0.292	RF01159
RF01159_AAQB01006196.1	71	0.239	RF01159
RF01159_AASV01045658.1	71	0.282	RF01159
RF01159_AAWU01009725.1	72	0.292	RF01159
RF01159_AAZX01002090.1	65	0.338	RF01159
RF01159_AJ784359.1	70	0.286	RF01159
