ID	Len	GC	Group
RF00167_AACY020193176.1	102	0.324	RF00167
RF00167_AAEK01000017.1	102	0.373	RF00167
RF00167_AAEK01000052.1	100	0.370	RF00167
RF00167_AAEN01000023.1	102	0.412	RF00167
RF00167_AAEQ01000019.1	102	0.402	RF00167
RF00167_AAFV01000199.1	96	0.354	RF00167
RF00167_AAML04000013.1	103	0.262	RF00167
RF00167_AAMR01000003.1	100	0.450	RF00167
RF00167_AANE01000012.1	100	0.440	RF00167
RF00167_AANE01000012.1:2	100	0.350	RF00167
RF00167_AAOX01000007.1	101	0.386	RF00167
RF00167_AAOX01000023.1	102	0.451	RF00167
RF00167_AAOX01000028.1	102	0.402	RF00167
RF00167_AAOX01000028.1:2	102	0.363	RF00167
RF00167_AAOX01000052.1	102	0.373	RF00167
RF00167_AAPS01000004.1	100	0.450	RF00167
RF00167_AARF01000133.1	102	0.382	RF00167
RF00167_AARF01000407.1	100	0.430	RF00167
RF00167_AAWL01000019.1	102	0.441	RF00167
RF00167_AAWP01000021.1	100	0.480	RF00167
RF00167_AAWV02000001.1	101	0.436	RF00167
RF00167_AAWV02000001.1:2	102	0.402	RF00167
RF00167_AAXV01000001.1	102	0.363	RF00167
RF00167_AAXV01000001.1:2	99	0.455	RF00167
RF00167_AAXV01000018.1	100	0.310	RF00167
RF00167_AAXV01000026.1	102	0.333	RF00167
RF00167_AB008757.1	100	0.480	RF00167
RF00167_ABCC02000029.1	96	0.333	RF00167
RF00167_ABCF01000002.1	101	0.337	RF00167
RF00167_ABCF01000040.1	102	0.412	RF00167
RF00167_ABCF01000049.1	102	0.373	RF00167
RF00167_ABCH01000048.1	100	0.440	RF00167
RF00167_ABCQ01000013.1	100	0.310	RF00167
RF00167_ABCQ01000053.1	100	0.360	RF00167
RF00167_ABDP01000002.1	102	0.324	RF00167
RF00167_ABDP01000013.1	100	0.320	RF00167
RF00167_ABDQ01000002.1	98	0.408	RF00167
RF00167_ABDQ01000005.1	102	0.275	RF00167
RF00167_ABDQ01000007.1	99	0.343	RF00167
RF00167_ABDT01000031.2	100	0.250	RF00167
RF00167_ABDT01000094.2	98	0.357	RF00167
