ID	Len	GC	Group
RF00661_AAAB01008847.1	78	0.333	RF00661
RF00661_AABS01000260.1	82	0.378	RF00661
RF00661_AACT01023302.1	80	0.412	RF00661
RF00661_AADD01098494.1	79	0.506	RF00661
RF00661_AADE01001857.1	92	0.380	RF00661
RF00661_AADG05006757.1	81	0.543	RF00661
RF00661_AADK01000344.1	80	0.537	RF00661
RF00661_AADN02074167.1	79	0.456	RF00661
RF00661_AAFR03027366.1	79	0.468	RF00661
RF00661_AAGD02002064.1	81	0.531	RF00661
RF00661_AAGE02021960.1	78	0.359	RF00661
RF00661_AAGJ02119479.1	83	0.398	RF00661
RF00661_AAGW01206302.1	80	0.425	RF00661
RF00661_AAGW01557280.1	86	0.547	RF00661
RF00661_AAIZ01001980.1	88	0.409	RF00661
RF00661_AAJJ01000269.1	78	0.551	RF00661
RF00661_AAKN02003567.1	79	0.481	RF00661
RF00661_AANG01430048.1	79	0.494	RF00661
RF00661_AANH01007167.1	80	0.400	RF00661
RF00661_AANI01013847.1	121	0.355	RF00661
RF00661_AAPN01033181.1	79	0.456	RF00661
RF00661_AAPP01016551.1	112	0.446	RF00661
RF00661_AAPT01021609.1	87	0.437	RF00661
RF00661_AAPU01009413.1	122	0.344	RF00661
RF00661_AAQA01000036.1	78	0.436	RF00661
RF00661_AAQB01006276.1	82	0.366	RF00661
RF00661_AAQB01010380.1	83	0.361	RF00661
RF00661_AASV01052250.1	88	0.443	RF00661
RF00661_AAWZ01002824.1	79	0.494	RF00661
RF00661_AAYZ01418306.1	79	0.468	RF00661
RF00661_AAZO01004538.1	81	0.494	RF00661
RF00661_AAZX01004302.1	80	0.500	RF00661
RF00661_ABEG01018473.1	82	0.476	RF00661
RF00661_AC154049.1	122	0.377	RF00661
RF00661_AF025464.1	77	0.468	RF00661
RF00661_BAAF04014781.1	80	0.512	RF00661
RF00661_CAAB01002574.1	80	0.575	RF00661
RF00661_CAAE01014681.1	80	0.637	RF00661
