ID	Len	GC	Group
RF00128_AALC01000015.1	165	0.473	RF00128
RF00128_AALD01000003.1	165	0.455	RF00128
RF00128_AALE01000007.1	164	0.476	RF00128
RF00128_AALF01000015.1	164	0.439	RF00128
RF00128_AM286415.1	165	0.491	RF00128
RF00128_AP008232.1	169	0.521	RF00128
RF00128_BX571870.1	159	0.491	RF00128
RF00128_BX950851.1	171	0.462	RF00128
RF00128_CP000034.1	136	0.515	RF00128
RF00128_CP000647.1	148	0.541	RF00128
RF00128_CP000653.1	149	0.530	RF00128
RF00128_CP000720.1	165	0.479	RF00128
RF00128_CP000826.1	168	0.506	RF00128
RF00128_CP000948.1	148	0.514	RF00128
RF00128_CP001120.1	148	0.520	RF00128
RF00128_CP001127.1	148	0.507	RF00128
RF00128_CU928164.2	148	0.520	RF00128
