ID	Len	GC	Group
RF00047_AAAB01008807.1	76	0.461	RF00047
RF00047_AADE01000834.1	68	0.353	RF00047
RF00047_AADG05000005.1	67	0.507	RF00047
RF00047_AADK01013541.1	66	0.515	RF00047
RF00047_AAEU02000279.1	75	0.427	RF00047
RF00047_AAGD02006756.1	73	0.438	RF00047
RF00047_AAGE02012793.1	67	0.418	RF00047
RF00047_AAGH01000244.1	69	0.377	RF00047
RF00047_AAIZ01000548.1	68	0.368	RF00047
RF00047_AAIZ01000971.1	68	0.441	RF00047
RF00047_AAIZ01004769.1	68	0.382	RF00047
RF00047_AAJJ01001714.1	65	0.446	RF00047
RF00047_AANI01013749.1	74	0.459	RF00047
RF00047_AANI01016575.1	73	0.425	RF00047
RF00047_AANI01017189.1	67	0.358	RF00047
RF00047_AAPP01015718.1	71	0.465	RF00047
RF00047_AAPP01016552.1	68	0.441	RF00047
RF00047_AAPP01019563.1	68	0.397	RF00047
RF00047_AAPT01019328.1	73	0.397	RF00047
RF00047_AAPT01021140.1	73	0.411	RF00047
RF00047_AAPU01009688.1	69	0.377	RF00047
RF00047_AAPU01010520.1	74	0.419	RF00047
RF00047_AAPU01011022.1	67	0.388	RF00047
RF00047_AAQA01003088.1	71	0.437	RF00047
RF00047_AAQB01006412.1	73	0.425	RF00047
RF00047_AAQB01006881.1	73	0.438	RF00047
RF00047_AAQB01008610.1	72	0.375	RF00047
RF00047_AASC02030054.1	68	0.529	RF00047
RF00047_AASU01000880.1	73	0.493	RF00047
RF00047_AAWU01020422.1	72	0.444	RF00047
RF00047_AAZO01007079.1	61	0.492	RF00047
RF00047_AAZX01013101.1	68	0.485	RF00047
RF00047_ABEG01010026.1	75	0.440	RF00047
RF00047_AC005128.1	75	0.413	RF00047
RF00047_AC007769.3	67	0.343	RF00047
RF00047_AC023719.4	68	0.397	RF00047
RF00047_AC092220.1	69	0.435	RF00047
RF00047_BAAB01090954.1	65	0.477	RF00047
RF00047_Z83731.1	73	0.438	RF00047
