ID	Len	GC	Group
RF01225_AACZ02010047.1	129	0.682	RF01225
RF01225_AAEX02026925.1	127	0.677	RF01225
RF01225_AAFC03057820.1	127	0.622	RF01225
RF01225_AAGU02506193.1	128	0.602	RF01225
RF01225_AAGV020932280.1	128	0.641	RF01225
RF01225_AAGW01554438.1	127	0.591	RF01225
RF01225_AAHX01062910.1	128	0.625	RF01225
RF01225_AAHY01131654.1	128	0.648	RF01225
RF01225_AAIY01686160.1	128	0.680	RF01225
RF01225_AAKN02007400.1	126	0.643	RF01225
RF01225_AALT01092335.1	124	0.669	RF01225
RF01225_AANG01147281.1	127	0.669	RF01225
RF01225_AANN01385508.1	125	0.616	RF01225
RF01225_AANU01174700.1	127	0.591	RF01225
RF01225_AAPE01620990.1	124	0.645	RF01225
RF01225_AAPY01642506.1	135	0.504	RF01225
RF01225_AAQQ01680967.1	126	0.675	RF01225
RF01225_AAQR01647294.1	127	0.661	RF01225
RF01225_AAWR02040077.1	127	0.638	RF01225
RF01225_AAWZ01043656.1	130	0.454	RF01225
RF01225_AAYZ01019396.1	127	0.575	RF01225
RF01225_ABDC01310736.1	127	0.685	RF01225
RF01225_BAAF04126678.1	130	0.531	RF01225
RF01225_BC028232.1	127	0.724	RF01225
RF01225_BX548038.9	127	0.362	RF01225
RF01225_BX931113.2	129	0.550	RF01225
