ID	Len	GC	Group
RF00546_AADE01000570.1	135	0.437	RF00546
RF00546_AADE01000570.1:2	141	0.440	RF00546
RF00546_AAEU02000410.1	131	0.336	RF00546
RF00546_AAEU02000410.1:2	121	0.397	RF00546
RF00546_AAEU02000410.1:3	134	0.463	RF00546
RF00546_AAEU02000410.1:4	131	0.321	RF00546
RF00546_AAIZ01002209.1	133	0.474	RF00546
RF00546_AAKO01001995.1	132	0.348	RF00546
RF00546_AANI01014934.1	129	0.411	RF00546
RF00546_AANI01014934.1:2	134	0.440	RF00546
RF00546_AAPP01018740.1	131	0.420	RF00546
RF00546_AAPP01018740.1:2	133	0.444	RF00546
RF00546_AAPP01018740.1:3	131	0.443	RF00546
RF00546_AAPQ01007048.1	134	0.455	RF00546
RF00546_AAPQ01007048.1:2	129	0.372	RF00546
RF00546_AAPQ01007048.1:3	131	0.366	RF00546
RF00546_AAPQ01007048.1:4	132	0.379	RF00546
RF00546_AAPQ01007048.1:5	131	0.450	RF00546
RF00546_AAPT01021484.1	134	0.373	RF00546
RF00546_AAPT01021484.1:2	134	0.381	RF00546
RF00546_AAPT01021484.1:3	130	0.354	RF00546
RF00546_AAPT01021484.1:4	132	0.371	RF00546
RF00546_AAPU01010147.1	134	0.433	RF00546
RF00546_AAPU01010147.1:2	129	0.388	RF00546
RF00546_AAQB01006145.1	138	0.362	RF00546
RF00546_AAQB01006145.1:2	139	0.374	RF00546
RF00546_AAQB01006145.1:3	140	0.364	RF00546
RF00546_AAQB01006145.1:4	135	0.378	RF00546
RF00546_AJ629213.1	129	0.457	RF00546
RF00546_AJ629214.1	134	0.470	RF00546
RF00546_AJ629215.1	132	0.348	RF00546
RF00546_AJ629256.1	131	0.389	RF00546
RF00546_AJ629257.1	131	0.374	RF00546
