ID	Len	GC	Group
RF02000_AAAA02002495.1	89	0.708	RF02000
RF02000_AAAA02003453.1	88	0.727	RF02000
RF02000_AAAA02007834.1	89	0.674	RF02000
RF02000_AAAA02031067.1	87	0.655	RF02000
RF02000_AAAA02033363.1	86	0.674	RF02000
RF02000_AACV01002897.1	86	0.733	RF02000
RF02000_AACV01005065.1	86	0.744	RF02000
RF02000_AACV01011762.1	86	0.663	RF02000
RF02000_AC083751.6	89	0.652	RF02000
RF02000_AC087412.14	85	0.682	RF02000
RF02000_AC109929.2	87	0.736	RF02000
RF02000_AC145127.1	89	0.719	RF02000
RF02000_AL831796.5	78	0.679	RF02000
RF02000_AP004096.3	86	0.686	RF02000
RF02000_AP005903.3	89	0.674	RF02000
RF02000_AP008215.1	69	0.739	RF02000
RF02000_AP008216.1	86	0.709	RF02000
RF02000_AP008218.1	86	0.674	RF02000
RF02000_AP008218.1:2	86	0.698	RF02000
RF02000_CT837481.1	87	0.644	RF02000
RF02000_CU406257.1	87	0.724	RF02000
