ID	Len	GC	Group
RF01803_AACZ02158803.1	54	0.556	RF01803
RF01803_AADN02035877.1	54	0.519	RF01803
RF01803_AAEX02012032.1	54	0.463	RF01803
RF01803_AAFR03012717.1	54	0.444	RF01803
RF01803_AAGU02477335.1	54	0.407	RF01803
RF01803_AAGU02742624.1	54	0.519	RF01803
RF01803_AAGV020371009.1	54	0.444	RF01803
RF01803_AAGW01183994.1	54	0.481	RF01803
RF01803_AAIY01397026.1	54	0.537	RF01803
RF01803_AAKN02056084.1	54	0.556	RF01803
RF01803_AALT01589287.1	54	0.537	RF01803
RF01803_AANG01134232.1	54	0.481	RF01803
RF01803_AANH01000564.1	54	0.537	RF01803
RF01803_AANN01751877.1	54	0.519	RF01803
RF01803_AANU01122202.1	53	0.415	RF01803
RF01803_AAPE01626582.1	54	0.407	RF01803
RF01803_AAPN01143914.1	54	0.537	RF01803
RF01803_AAPY01578670.1	54	0.500	RF01803
RF01803_AAQQ01555063.1	54	0.389	RF01803
RF01803_AAQR01211951.1	54	0.556	RF01803
RF01803_AAVX01049780.1	54	0.481	RF01803
RF01803_AAWR02000829.1	54	0.500	RF01803
RF01803_AAWZ01014311.1	54	0.500	RF01803
RF01803_AAYZ01114260.1	54	0.426	RF01803
RF01803_ABDC01566860.1	54	0.426	RF01803
RF01803_ABGA01372764.1	54	0.389	RF01803
RF01803_ABPK01030344.1	54	0.444	RF01803
RF01803_ABPL01005892.1	54	0.537	RF01803
RF01803_ABQO010663047.1	54	0.444	RF01803
RF01803_ABRN01434353.1	54	0.407	RF01803
RF01803_ABRO01098209.1	54	0.574	RF01803
RF01803_ABRP01300236.1	54	0.611	RF01803
RF01803_ABRQ01310440.1	54	0.426	RF01803
RF01803_ABRR01322078.1	54	0.611	RF01803
RF01803_ABRT010131250.1	54	0.389	RF01803
RF01803_ABVD01219697.1	54	0.500	RF01803
RF01803_AF411006.1	54	0.426	RF01803
RF01803_AY574250.1	54	0.500	RF01803
RF01803_BAAE01211982.1	54	0.537	RF01803
RF01803_BC079777.1	54	0.463	RF01803
RF01803_BT072045.1	54	0.519	RF01803
RF01803_BX664715.25	54	0.519	RF01803
RF01803_CAAA01087468.1	54	0.481	RF01803
RF01803_CAAB01000046.1	54	0.611	RF01803
RF01803_CAAE01015042.1	54	0.537	RF01803
RF01803_CABD01117168.2	54	0.463	RF01803
RF01803_DQ086494.1	54	0.611	RF01803
RF01803_EU124509.1	54	0.463	RF01803
RF01803_S55933.1	54	0.426	RF01803
RF01803_S62908.1	54	0.500	RF01803
RF01803_X12362.1	54	0.500	RF01803
RF01803_X94342.1	54	0.556	RF01803
