ID	Len	GC	Group
RF00747_AAAB01008851.1	94	0.457	RF00747
RF00747_AADG05008150.1	90	0.422	RF00747
RF00747_AADK01009773.1	85	0.412	RF00747
RF00747_AAEU02002163.1	99	0.364	RF00747
RF00747_AAGE02004323.1	95	0.453	RF00747
RF00747_AAIZ01007486.1	98	0.378	RF00747
RF00747_AAJJ01001605.1	86	0.360	RF00747
RF00747_AAPP01015897.1	99	0.384	RF00747
RF00747_AAPT01019076.1	98	0.388	RF00747
RF00747_AAQB01006319.1	101	0.356	RF00747
RF00747_AAQR01671492.1	82	0.305	RF00747
RF00747_AAWU01005348.1	97	0.464	RF00747
RF00747_AAZX01000006.1	92	0.467	RF00747
