ID	Len	GC	Group
RF00640_AAAA02005241.1	275	0.458	RF00640
RF00640_AAAA02011018.1	152	0.500	RF00640
RF00640_AACV01002433.1	129	0.411	RF00640
RF00640_AACV01005914.1	84	0.500	RF00640
RF00640_AARH01001059.1	96	0.448	RF00640
RF00640_AARH01002853.1	96	0.438	RF00640
RF00640_AARH01033933.1	112	0.455	RF00640
RF00640_AC092076.7	152	0.520	RF00640
RF00640_AC189327.2	124	0.419	RF00640
RF00640_AK067077.1	125	0.448	RF00640
RF00640_AL138648.2	116	0.448	RF00640
RF00640_AM469063.2	102	0.471	RF00640
RF00640_AP003635.2	203	0.448	RF00640
RF00640_AP008216.1	118	0.441	RF00640
RF00640_AY551191.1	164	0.341	RF00640
RF00640_CAAP02000379.1	118	0.500	RF00640
RF00640_CAAP02000801.1	351	0.425	RF00640
RF00640_EU549023.1	364	0.349	RF00640
RF00640_FM163760.1	126	0.429	RF00640
