ID	Len	GC	Group
RF00619_AAAA02014235.1	124	0.516	RF00619
RF00619_AAAB01008834.1	127	0.465	RF00619
RF00619_AABR04004564.1	126	0.468	RF00619
RF00619_AABS01000563.1	128	0.414	RF00619
RF00619_AACT01025174.1	119	0.403	RF00619
RF00619_AACV01010025.1	124	0.516	RF00619
RF00619_AACW02000079.1	133	0.444	RF00619
RF00619_AADG05001868.1	108	0.417	RF00619
RF00619_AADN02026446.1	128	0.477	RF00619
RF00619_AAEU02000320.1	98	0.469	RF00619
RF00619_AAEX02018238.1	124	0.484	RF00619
RF00619_AAFC03110924.1	126	0.492	RF00619
RF00619_AAFR03046662.1	128	0.445	RF00619
RF00619_AAGH01003552.1	97	0.474	RF00619
RF00619_AAGJ02101722.1	124	0.460	RF00619
RF00619_AAGU02484120.1	126	0.492	RF00619
RF00619_AAGV020679998.1	127	0.496	RF00619
RF00619_AAGW01122587.1	126	0.484	RF00619
RF00619_AAIY01760151.1	126	0.484	RF00619
RF00619_AAJJ01001449.1	93	0.462	RF00619
RF00619_AAKO01001003.1	100	0.480	RF00619
RF00619_AALT01218593.1	124	0.492	RF00619
RF00619_AANG01228883.1	125	0.488	RF00619
RF00619_AANH01007720.1	126	0.460	RF00619
RF00619_AANN01364098.1	123	0.496	RF00619
RF00619_AANU01299069.1	126	0.508	RF00619
RF00619_AAPE01283777.1	126	0.476	RF00619
RF00619_AAPN01090305.1	128	0.445	RF00619
RF00619_AAPP01015683.1	98	0.480	RF00619
RF00619_AAPU01010547.1	98	0.480	RF00619
RF00619_AAPY01744295.1	126	0.484	RF00619
RF00619_AAQB01009459.1	97	0.474	RF00619
RF00619_AAQQ01357191.1	126	0.492	RF00619
RF00619_AAQR01097081.1	126	0.460	RF00619
RF00619_AAQX01000572.1	124	0.500	RF00619
RF00619_AAQY01000195.1	126	0.500	RF00619
RF00619_AARH01009456.1	130	0.485	RF00619
RF00619_AASG02012151.1	129	0.496	RF00619
RF00619_AATT01000139.1	118	0.534	RF00619
RF00619_AATU01001737.1	126	0.484	RF00619
RF00619_AAVX01192849.1	125	0.440	RF00619
RF00619_AAWR02025949.1	126	0.492	RF00619
RF00619_AAWZ01002810.1	128	0.414	RF00619
RF00619_AAYZ01599293.1	126	0.492	RF00619
RF00619_AAZO01001575.1	105	0.457	RF00619
RF00619_AAZX01006114.1	104	0.433	RF00619
RF00619_AB006702.1	123	0.463	RF00619
RF00619_ABAV01010855.1	129	0.442	RF00619
RF00619_ABDC01122599.1	127	0.496	RF00619
RF00619_AC183599.3	126	0.500	RF00619
RF00619_AE014134.5	98	0.469	RF00619
RF00619_AL772282.9	126	0.476	RF00619
RF00619_AL928952.15	129	0.450	RF00619
RF00619_AM444126.1	127	0.504	RF00619
RF00619_BAAE01147435.1	128	0.445	RF00619
RF00619_BT013253.1	124	0.444	RF00619
RF00619_BX649601.2	126	0.500	RF00619
RF00619_CAAA01028316.1	126	0.476	RF00619
RF00619_CAAB01004171.1	128	0.477	RF00619
RF00619_CAAE01014979.1	127	0.472	RF00619
RF00619_CR931738.1	132	0.470	RF00619
