ID	Len	GC	Group
RF00515_AAMN01000002.1	156	0.603	RF00515
RF00515_AAPZ02000001.1	117	0.359	RF00515
RF00515_ABQL01000005.1	117	0.393	RF00515
RF00515_AE005176.1	158	0.316	RF00515
RF00515_AE008691.1	98	0.367	RF00515
RF00515_AE009948.1	120	0.367	RF00515
RF00515_AE009949.1	118	0.356	RF00515
RF00515_AE014133.1	112	0.384	RF00515
RF00515_AE017225.1	86	0.430	RF00515
RF00515_AE017262.2	108	0.417	RF00515
RF00515_AE017333.1	117	0.453	RF00515
RF00515_AE017334.2	115	0.409	RF00515
RF00515_AE017355.1	101	0.396	RF00515
RF00515_AF044978.1	160	0.419	RF00515
RF00515_AF068902.1	105	0.467	RF00515
RF00515_AJ000109.1	188	0.415	RF00515
RF00515_AJ012720.1	115	0.487	RF00515
RF00515_AJ132624.1	123	0.358	RF00515
RF00515_AL009126.3	117	0.487	RF00515
RF00515_AL591981.1	104	0.346	RF00515
RF00515_AL596170.1	109	0.413	RF00515
RF00515_AL766848.1	120	0.367	RF00515
RF00515_AL935258.1	115	0.487	RF00515
RF00515_AL935259.1	93	0.484	RF00515
RF00515_AM263198.1	109	0.330	RF00515
RF00515_BA000043.1	125	0.528	RF00515
RF00515_CP000002.3	122	0.434	RF00515
RF00515_CP000023.1	109	0.431	RF00515
RF00515_CP000259.1	118	0.356	RF00515
RF00515_CP000557.1	103	0.563	RF00515
RF00515_CP000705.1	117	0.359	RF00515
RF00515_CP000919.1	105	0.467	RF00515
RF00515_CP001033.1	133	0.436	RF00515
RF00515_CR954253.1	185	0.411	RF00515
RF00515_M59757.2	117	0.419	RF00515
RF00515_U48870.1	117	0.487	RF00515
RF00515_X73308.1	133	0.541	RF00515
RF00515_X74207.1	161	0.317	RF00515
RF00515_X76083.1	127	0.528	RF00515
RF00515_X84262.1	185	0.400	RF00515
RF00515_Z54240.2	120	0.483	RF00515
