ID	Len	GC	Group
RF01071_AARF01000383.1	395	0.494	RF01071
RF01071_AATC01006218.1	612	0.358	RF01071
RF01071_ABCF01000017.1	616	0.479	RF01071
RF01071_AE001437.1	605	0.417	RF01071
RF01071_AE015927.1	611	0.424	RF01071
RF01071_AP006840.1	676	0.615	RF01071
RF01071_AP008230.1	579	0.506	RF01071
RF01071_AP009389.1	620	0.545	RF01071
RF01071_BA000004.3	628	0.498	RF01071
RF01071_CP000141.1	610	0.566	RF01071
RF01071_CP000232.1	621	0.557	RF01071
RF01071_CP000448.1	588	0.512	RF01071
RF01071_CP000568.1	648	0.488	RF01071
RF01071_CP000612.1	608	0.490	RF01071
RF01071_CP000679.1	632	0.487	RF01071
RF01071_CP000724.1	599	0.441	RF01071
RF01071_CP000726.1	608	0.459	RF01071
RF01071_CP000923.1	601	0.517	RF01071
RF01071_CP000924.1	603	0.526	RF01071
RF01071_CP001348.1	633	0.457	RF01071
