ID	Len	GC	Group
RF00951_AABR04068388.1	52	0.269	RF00951
RF00951_AACZ02105687.1	51	0.333	RF00951
RF00951_AADB02012249.1	51	0.333	RF00951
RF00951_AADB02040854.1	52	0.346	RF00951
RF00951_AADB02156482.1	52	0.327	RF00951
RF00951_AAEX02024318.1	52	0.250	RF00951
RF00951_AAFC03060092.1	52	0.269	RF00951
RF00951_AAGL01003462.1	52	0.250	RF00951
RF00951_AAGM01000063.1	52	0.269	RF00951
RF00951_AAGU02575170.1	52	0.250	RF00951
RF00951_AAGW01125761.1	52	0.269	RF00951
RF00951_AAHY01751933.1	52	0.308	RF00951
RF00951_AAIY01008039.1	52	0.269	RF00951
RF00951_AAKN02054411.1	51	0.294	RF00951
RF00951_AALT01502983.1	52	0.327	RF00951
RF00951_AANG01363935.1	52	0.231	RF00951
RF00951_AANN01711679.1	52	0.250	RF00951
RF00951_AANU01215031.1	52	0.288	RF00951
RF00951_AAPE01041457.1	51	0.314	RF00951
RF00951_AAPN01324572.1	52	0.308	RF00951
RF00951_AAPY01581013.1	52	0.269	RF00951
RF00951_AAQQ01361603.1	52	0.269	RF00951
RF00951_AAQR01552641.1	52	0.308	RF00951
RF00951_AAYZ01377391.1	52	0.173	RF00951
RF00951_ABDC01016108.1	52	0.327	RF00951
RF00951_AC099315.3	52	0.288	RF00951
RF00951_AC137529.3	52	0.269	RF00951
RF00951_AC137644.3	52	0.288	RF00951
RF00951_AC138552.3	52	0.269	RF00951
RF00951_AC138559.3	52	0.269	RF00951
RF00951_AC159167.4	52	0.212	RF00951
RF00951_AC187424.3	52	0.327	RF00951
RF00951_AC188792.2	52	0.288	RF00951
RF00951_AC198040.3	52	0.250	RF00951
RF00951_CR956397.19	51	0.373	RF00951
RF00951_CT954314.7	52	0.231	RF00951
