ID	Len	GC	Group
RF01851_AANO01000002.1	305	0.616	RF01851
RF01851_AANP01000006.1	288	0.587	RF01851
RF01851_AAOK01000001.1	287	0.585	RF01851
RF01851_AATZ01000001.1	291	0.557	RF01851
RF01851_AAUA01000001.1	287	0.585	RF01851
RF01851_ABSE01000018.1	283	0.597	RF01851
RF01851_AE017126.1	283	0.463	RF01851
RF01851_AF251551.1	316	0.630	RF01851
RF01851_AY082654.1	251	0.622	RF01851
RF01851_AY082655.1	251	0.625	RF01851
RF01851_BA000045.2	295	0.549	RF01851
RF01851_BX548174.1	277	0.469	RF01851
RF01851_BX548175.1	296	0.568	RF01851
RF01851_BX569689.1	288	0.580	RF01851
RF01851_CP000095.2	279	0.484	RF01851
RF01851_CP000097.1	289	0.550	RF01851
RF01851_CP000110.1	286	0.584	RF01851
RF01851_CP000111.1	274	0.471	RF01851
RF01851_CP000435.1	287	0.557	RF01851
RF01851_CP000551.1	274	0.460	RF01851
RF01851_CP000552.1	275	0.465	RF01851
RF01851_CP000553.1	279	0.487	RF01851
RF01851_CP000554.1	294	0.561	RF01851
RF01851_CP000576.1	274	0.460	RF01851
RF01851_CP000878.1	294	0.480	RF01851
RF01851_CT971583.1	286	0.584	RF01851
RF01851_CT978603.1	290	0.576	RF01851
