ID	Len	GC	Group
RF00094_AB037947.1	91	0.714	RF00094
RF00094_AB037948.1	91	0.703	RF00094
RF00094_AB037949.1	93	0.645	RF00094
RF00094_AB118827.1	93	0.634	RF00094
RF00094_AB221936.1	95	0.632	RF00094
RF00094_AB221996.1	92	0.641	RF00094
RF00094_AF104263.1	89	0.685	RF00094
RF00094_AF104264.1	88	0.705	RF00094
RF00094_AF104264.1:2	92	0.652	RF00094
RF00094_AF209859.1	87	0.701	RF00094
RF00094_AF425644.1	89	0.674	RF00094
RF00094_AF425645.1	88	0.705	RF00094
RF00094_AJ309877.1	88	0.693	RF00094
RF00094_AJ309877.1:2	95	0.642	RF00094
RF00094_AJ309880.1	94	0.638	RF00094
RF00094_AJ584845.1	94	0.649	RF00094
RF00094_AJ584849.1	93	0.656	RF00094
RF00094_AM183327.1	88	0.705	RF00094
RF00094_AM183330.1	93	0.677	RF00094
RF00094_AM183332.1	93	0.677	RF00094
RF00094_EF514904.1	100	0.670	RF00094
RF00094_EF514905.2	88	0.682	RF00094
RF00094_L22063.1	91	0.703	RF00094
RF00094_L22063.1:2	93	0.645	RF00094
RF00094_M28267.1	89	0.685	RF00094
RF00094_M84917.1	90	0.689	RF00094
RF00094_M92448.1	89	0.663	RF00094
RF00094_U19598.1	93	0.645	RF00094
RF00094_U81988.1	89	0.697	RF00094
RF00094_X04451.1	89	0.685	RF00094
RF00094_X04451.1:2	93	0.656	RF00094
RF00094_X77627.1	89	0.685	RF00094
RF00094_X85253.1	88	0.670	RF00094
