ID	Len	GC	Group
RF00045_AACN010016018.1	204	0.578	RF00045
RF00045_AACZ02094885.1	209	0.522	RF00045
RF00045_AADN02013876.1	205	0.585	RF00045
RF00045_AAFC03094567.1	204	0.569	RF00045
RF00045_AAFR03060641.1	200	0.495	RF00045
RF00045_AAGU02536105.1	205	0.561	RF00045
RF00045_AAGV020314116.1	205	0.566	RF00045
RF00045_AAGW01486460.1	203	0.621	RF00045
RF00045_AAHX01040057.1	204	0.564	RF00045
RF00045_AAIY01303410.1	207	0.580	RF00045
RF00045_AAKN02028629.1	204	0.569	RF00045
RF00045_AALT01627737.1	204	0.578	RF00045
RF00045_AANH01008512.1	219	0.607	RF00045
RF00045_AANN01441289.1	200	0.640	RF00045
RF00045_AANU01100867.1	205	0.566	RF00045
RF00045_AAPE01557708.1	204	0.569	RF00045
RF00045_AAPN01430738.1	205	0.629	RF00045
RF00045_AAPY01775264.1	204	0.618	RF00045
RF00045_AAQQ01135328.1	202	0.530	RF00045
RF00045_AAQR01626889.1	204	0.544	RF00045
RF00045_AAVX01060057.1	223	0.583	RF00045
RF00045_AAWZ01041047.1	211	0.592	RF00045
RF00045_AAYZ01245006.1	204	0.627	RF00045
RF00045_ABDC01498416.1	204	0.559	RF00045
RF00045_AJ006836.1	205	0.556	RF00045
RF00045_AJ306558.1	213	0.474	RF00045
RF00045_AJ306559.1	212	0.448	RF00045
RF00045_AJ306560.1	214	0.425	RF00045
RF00045_AJ306561.1	211	0.488	RF00045
RF00045_AJ306562.1	220	0.450	RF00045
RF00045_AJ306563.1	220	0.441	RF00045
RF00045_AJ306564.1	212	0.439	RF00045
RF00045_AJ306565.1	215	0.437	RF00045
RF00045_AJ310188.1	225	0.564	RF00045
RF00045_AJ310189.1	223	0.570	RF00045
RF00045_AJ493416.1	215	0.460	RF00045
RF00045_AJ493419.1	213	0.507	RF00045
RF00045_AJ493420.1	215	0.470	RF00045
RF00045_AJ493421.1	189	0.444	RF00045
RF00045_AJ493422.1	216	0.431	RF00045
RF00045_AL513497.21	204	0.549	RF00045
RF00045_BAAF04042643.1	216	0.606	RF00045
RF00045_BX276180.5	221	0.557	RF00045
RF00045_D00591.1	203	0.537	RF00045
RF00045_L16792.1	203	0.552	RF00045
RF00045_X71081.1	221	0.548	RF00045
RF00045_X94942.1	219	0.584	RF00045
