ID	Len	GC	Group
RF00579_AABR04001230.1	111	0.297	RF00579
RF00579_AAEX02022438.1	111	0.342	RF00579
RF00579_AAFC03111050.1	111	0.297	RF00579
RF00579_AAFR03041314.1	112	0.321	RF00579
RF00579_AAGW01313197.1	111	0.360	RF00579
RF00579_AAKN02030304.1	111	0.324	RF00579
RF00579_AALT01485923.1	111	0.297	RF00579
RF00579_AANG01754084.1	110	0.345	RF00579
RF00579_AANN01135589.1	111	0.288	RF00579
RF00579_AAPE01282561.1	111	0.360	RF00579
RF00579_AAPN01152521.1	112	0.393	RF00579
RF00579_AAPY01745261.1	111	0.342	RF00579
RF00579_AAQQ01358583.1	111	0.324	RF00579
RF00579_AAWR02025687.1	111	0.333	RF00579
RF00579_AAYZ01222850.1	111	0.351	RF00579
RF00579_ABRN01365187.1	107	0.327	RF00579
RF00579_AC007066.4	107	0.346	RF00579
RF00579_AL929572.10	110	0.300	RF00579
