ID	Len	GC	Group
RF01903_AABR04026186.1	90	0.511	RF01903
RF01903_AAEX02025396.1	90	0.500	RF01903
RF01903_AAFC03003598.1	90	0.511	RF01903
RF01903_AAFC03003598.1:2	90	0.511	RF01903
RF01903_AAFC03070558.1	90	0.589	RF01903
RF01903_AAFC03070558.1:2	90	0.544	RF01903
RF01903_AAHY01206841.1	90	0.522	RF01903
RF01903_AANU01113553.1	90	0.544	RF01903
RF01903_AAWR02023860.1	90	0.544	RF01903
RF01903_AAWR02023860.1:2	90	0.556	RF01903
RF01903_AAWR02023860.1:3	89	0.573	RF01903
RF01903_AAWR02023860.1:4	90	0.511	RF01903
RF01903_ABGA01112817.1	90	0.500	RF01903
RF01903_ABRN01086721.1	90	0.522	RF01903
RF01903_ABRN01086721.1:2	90	0.533	RF01903
RF01903_AC207100.2	90	0.489	RF01903
RF01903_AC207100.2:2	90	0.578	RF01903
RF01903_AC231645.2	90	0.544	RF01903
RF01903_AC231645.2:2	90	0.578	RF01903
RF01903_AC231645.2:3	90	0.556	RF01903
RF01903_AC231645.2:4	90	0.489	RF01903
RF01903_AF198097.2	90	0.544	RF01903
RF01903_AF222686.1	90	0.489	RF01903
RF01903_AF222686.1:2	90	0.556	RF01903
RF01903_AL663104.17	91	0.527	RF01903
RF01903_AL663104.17:2	90	0.522	RF01903
