ID	Len	GC	Group
RF00034_AACY022447626.1	108	0.417	RF00034
RF00034_AALC01000006.1	105	0.286	RF00034
RF00034_AALD01000016.1	109	0.321	RF00034
RF00034_AALE01000004.1	109	0.303	RF00034
RF00034_AALF01000001.1	104	0.308	RF00034
RF00034_AAYT01000004.1	110	0.355	RF00034
RF00034_AL627271.1	108	0.389	RF00034
RF00034_AM286415.1	105	0.276	RF00034
RF00034_AP008232.1	104	0.365	RF00034
RF00034_BX571867.1	114	0.412	RF00034
RF00034_BX950851.1	112	0.455	RF00034
RF00034_CP000826.1	111	0.351	RF00034
RF00034_CP000857.1	108	0.389	RF00034
RF00034_U00096.2	108	0.380	RF00034
