ID	Len	GC	Group
RF01793_AACY020080831.1	53	0.528	RF01793
RF01793_AACY020277128.1	53	0.491	RF01793
RF01793_AACY020307803.1	53	0.717	RF01793
RF01793_AACY020314903.1	53	0.509	RF01793
RF01793_AACY020400269.1	53	0.509	RF01793
RF01793_AACY020533898.1	52	0.750	RF01793
RF01793_AACY020537384.1	52	0.654	RF01793
RF01793_AACY020558092.1	52	0.635	RF01793
RF01793_AACY021683092.1	52	0.654	RF01793
RF01793_AACY021910620.1	53	0.509	RF01793
RF01793_AACY022176703.1	52	0.596	RF01793
RF01793_AACY023061866.1	53	0.472	RF01793
RF01793_AACY023081810.1	53	0.509	RF01793
RF01793_AACY023196554.1	53	0.604	RF01793
RF01793_AACY023681284.1	35	0.629	RF01793
RF01793_AACY023876466.1	52	0.615	RF01793
RF01793_AAFX01130413.1	53	0.698	RF01793
RF01793_AAFX01131867.1	32	0.750	RF01793
RF01793_AALV01000001.1	52	0.712	RF01793
RF01793_AALY01000001.1	52	0.750	RF01793
RF01793_AAMO01000005.1	52	0.692	RF01793
RF01793_AAMS01000004.1	52	0.712	RF01793
RF01793_AAMT01000001.1	52	0.712	RF01793
RF01793_AANB01000002.1	52	0.673	RF01793
RF01793_AAOT01000022.1	53	0.774	RF01793
RF01793_AATP01000001.1	52	0.692	RF01793
RF01793_AATQ01000012.1	52	0.712	RF01793
RF01793_AATR01000007.1	53	0.547	RF01793
RF01793_AAUW01000013.1	52	0.635	RF01793
RF01793_AAXZ01000001.1	52	0.654	RF01793
RF01793_AAYA01000021.1	52	0.731	RF01793
RF01793_AAYB01000002.1	52	0.712	RF01793
RF01793_AAYC01000003.1	52	0.673	RF01793
RF01793_ABCL01000001.1	52	0.712	RF01793
RF01793_ABCR01000008.1	52	0.731	RF01793
RF01793_ABEF01041528.1	53	0.472	RF01793
RF01793_ABIA02000001.1	52	0.673	RF01793
RF01793_ABID01000001.1	52	0.673	RF01793
RF01793_ABIE01000022.1	52	0.673	RF01793
RF01793_ABOG01005133.1	54	0.630	RF01793
RF01793_ABPX01008569.1	52	0.654	RF01793
RF01793_ABSH01000046.1	52	0.692	RF01793
RF01793_ABSK01000020.1	52	0.654	RF01793
RF01793_ABVS01000001.1	53	0.491	RF01793
RF01793_ABXE01000005.1	52	0.635	RF01793
RF01793_ABXF01000044.1	52	0.712	RF01793
RF01793_ABXL01000036.1	52	0.596	RF01793
RF01793_ABXM01000014.1	52	0.712	RF01793
RF01793_ABXS01000046.1	52	0.635	RF01793
RF01793_ACCU01000015.1	51	0.627	RF01793
RF01793_ACCW01000020.1	52	0.673	RF01793
RF01793_ACNW01000095.1	52	0.712	RF01793
RF01793_ACNZ01000021.1	52	0.712	RF01793
RF01793_ACOA01000003.1	52	0.635	RF01793
RF01793_AL591688.1	51	0.667	RF01793
RF01793_AM260525.1	52	0.538	RF01793
RF01793_AP009384.1	52	0.750	RF01793
RF01793_BA000012.4	52	0.673	RF01793
RF01793_BX897699.1	52	0.596	RF01793
RF01793_BX897700.1	52	0.558	RF01793
RF01793_CP000031.1	52	0.654	RF01793
RF01793_CP000084.1	52	0.442	RF01793
RF01793_CP000115.1	52	0.750	RF01793
RF01793_CP000250.1	53	0.698	RF01793
RF01793_CP000264.1	52	0.692	RF01793
RF01793_CP000283.1	52	0.750	RF01793
RF01793_CP000362.1	52	0.692	RF01793
RF01793_CP000377.1	52	0.673	RF01793
RF01793_CP000390.1	52	0.692	RF01793
RF01793_CP000463.1	52	0.654	RF01793
RF01793_CP000490.1	52	0.750	RF01793
RF01793_CP000494.1	52	0.692	RF01793
RF01793_CP000524.1	52	0.558	RF01793
RF01793_CP000577.1	52	0.692	RF01793
RF01793_CP000628.1	52	0.654	RF01793
RF01793_CP000633.1	51	0.627	RF01793
RF01793_CP000661.1	52	0.654	RF01793
RF01793_CP000738.1	51	0.647	RF01793
RF01793_CP000758.1	52	0.673	RF01793
RF01793_CP000781.1	51	0.765	RF01793
RF01793_CP000830.1	52	0.712	RF01793
RF01793_CP001001.1	53	0.792	RF01793
RF01793_CP001016.1	49	0.776	RF01793
RF01793_CP001029.1	53	0.736	RF01793
RF01793_CP001096.1	53	0.679	RF01793
RF01793_CP001196.1	52	0.731	RF01793
RF01793_CP001349.1	52	0.788	RF01793
RF01793_CP001488.1	52	0.731	RF01793
RF01793_EU016673.1	30	0.600	RF01793
