ID	Len	GC	Group
RF01496_AACD01000077.1	195	0.436	RF01496
RF01496_AAGI01000073.1	197	0.477	RF01496
RF01496_AAGT01000591.1	187	0.449	RF01496
RF01496_AAIW01000332.1	192	0.411	RF01496
RF01496_AAJN01000152.1	196	0.459	RF01496
RF01496_AAKD03000019.1	212	0.486	RF01496
RF01496_AARE01001672.1	190	0.405	RF01496
RF01496_AAXI01000415.1	189	0.471	RF01496
RF01496_ABAR01000023.1	192	0.443	RF01496
RF01496_ABAS01000011.1	212	0.392	RF01496
RF01496_ABDB01000049.1	217	0.470	RF01496
RF01496_ABIT01002923.1	190	0.389	RF01496
RF01496_ABQE01000150.1	187	0.428	RF01496
RF01496_ABVF01000206.1	187	0.406	RF01496
RF01496_ABWI01000913.1	187	0.444	RF01496
RF01496_ACIW01002324.1	193	0.477	RF01496
RF01496_AM270071.1	202	0.446	RF01496
RF01496_AM920437.1	182	0.445	RF01496
RF01496_AP007157.1	198	0.439	RF01496
