ID	Len	GC	Group
RF01183_AACN010086138.1	82	0.305	RF01183
RF01183_AAFC03120533.1	82	0.305	RF01183
RF01183_AAFR03021759.1	80	0.375	RF01183
RF01183_AAGW01120139.1	84	0.321	RF01183
RF01183_AAHX01086457.1	80	0.287	RF01183
RF01183_AAKN02001398.1	81	0.309	RF01183
RF01183_AALT01657539.1	82	0.354	RF01183
RF01183_AANN01012319.1	84	0.345	RF01183
RF01183_AAPN01330667.1	81	0.407	RF01183
RF01183_AAPY01503610.1	82	0.268	RF01183
RF01183_AAQQ01595244.1	85	0.294	RF01183
RF01183_AAWR02008448.1	82	0.317	RF01183
RF01183_AAYZ01025109.1	82	0.317	RF01183
RF01183_ABDC01345891.1	84	0.298	RF01183
RF01183_AM413023.1	84	0.310	RF01183
RF01183_CAAA01053942.1	79	0.291	RF01183
