ID	Len	GC	Group
RF00402_AADA01361275.1	128	0.383	RF00402
RF00402_AAEX02012557.1	129	0.419	RF00402
RF00402_AAFC03036620.1	127	0.394	RF00402
RF00402_AAFR03025134.1	134	0.373	RF00402
RF00402_AAGW01079304.1	129	0.442	RF00402
RF00402_AAHX01053335.1	129	0.419	RF00402
RF00402_AAHY01076206.1	133	0.391	RF00402
RF00402_AAIY01239345.1	127	0.457	RF00402
RF00402_AAKN02033025.1	129	0.419	RF00402
RF00402_AANG01072513.1	127	0.425	RF00402
RF00402_AANN01814642.1	125	0.432	RF00402
RF00402_AANU01213134.1	126	0.437	RF00402
RF00402_AAPE01045644.1	128	0.383	RF00402
RF00402_AAPY01155118.1	131	0.458	RF00402
RF00402_AAQQ01146348.1	129	0.473	RF00402
RF00402_AAQR01552671.1	128	0.391	RF00402
RF00402_AAWR02017934.1	127	0.441	RF00402
RF00402_ABDC01626488.1	128	0.422	RF00402
RF00402_AC012291.11	118	0.458	RF00402
RF00402_AC076966.25	126	0.437	RF00402
RF00402_AC084794.3	126	0.444	RF00402
RF00402_AC092590.2	128	0.430	RF00402
RF00402_AC094019.2	128	0.422	RF00402
RF00402_AC124254.5	127	0.425	RF00402
RF00402_AJ609461.1	133	0.436	RF00402
RF00402_AL137139.9	127	0.354	RF00402
RF00402_BX640788.1	126	0.444	RF00402
