ID	Len	GC	Group
RF00265_AACZ02171369.1	138	0.326	RF00265
RF00265_AAEX02004195.1	132	0.356	RF00265
RF00265_AAFC03106839.1	134	0.351	RF00265
RF00265_AAGW01600212.1	132	0.379	RF00265
RF00265_AAIY01660259.1	131	0.458	RF00265
RF00265_AALT01504839.1	134	0.410	RF00265
RF00265_AANG01458023.1	132	0.379	RF00265
RF00265_AANU01204711.1	138	0.326	RF00265
RF00265_AAPY01384073.1	132	0.402	RF00265
RF00265_AAQQ01738740.1	131	0.382	RF00265
RF00265_AAQR01677668.1	133	0.406	RF00265
RF00265_AAWR02033858.1	133	0.361	RF00265
RF00265_ABDC01119942.1	133	0.383	RF00265
RF00265_AF357420.1	122	0.393	RF00265
RF00265_AL451076.14	131	0.397	RF00265
RF00265_Y11163.1	132	0.364	RF00265
