ID	Len	GC	Group
RF00745_AADN02019434.1	90	0.378	RF00745
RF00745_AAFR03012197.1	89	0.461	RF00745
RF00745_AAGV020171441.1	89	0.551	RF00745
RF00745_AAHX01026022.1	89	0.528	RF00745
RF00745_AAIY01738857.1	91	0.538	RF00745
RF00745_AAKN02039379.1	89	0.539	RF00745
RF00745_AALT01096934.1	88	0.545	RF00745
RF00745_AANG01236757.1	88	0.545	RF00745
RF00745_AANH01006124.1	90	0.478	RF00745
RF00745_AANU01276509.1	89	0.528	RF00745
RF00745_AAPE01153955.1	89	0.562	RF00745
RF00745_AAPN01135512.1	89	0.539	RF00745
RF00745_AAQR01169645.1	88	0.568	RF00745
RF00745_AAWZ01003580.1	90	0.378	RF00745
RF00745_BAAF04004562.1	90	0.422	RF00745
RF00745_CAAB01000773.1	90	0.467	RF00745
RF00745_CR555298.10	89	0.449	RF00745
RF00745_CR847953.10	90	0.444	RF00745
