ID	Len	GC	Group
RF00079_AACY022553564.1	83	0.446	RF00079
RF00079_AALC01000010.1	96	0.396	RF00079
RF00079_AAYT01000006.1	95	0.379	RF00079
RF00079_ABVY01000003.1	91	0.407	RF00079
RF00079_ABWM01000067.1	86	0.465	RF00079
RF00079_AL627277.1	85	0.435	RF00079
RF00079_AM286415.1	95	0.400	RF00079
RF00079_AP008232.1	92	0.424	RF00079
RF00079_BAAW01009601.1	88	0.443	RF00079
RF00079_BX950851.1	91	0.396	RF00079
RF00079_CAAU01003337.1	82	0.524	RF00079
RF00079_CP000266.1	82	0.463	RF00079
RF00079_CP000647.1	82	0.488	RF00079
RF00079_CP000653.1	86	0.465	RF00079
RF00079_CP000783.1	83	0.482	RF00079
RF00079_CP000822.1	87	0.494	RF00079
RF00079_CP000826.1	93	0.419	RF00079
RF00079_CP000880.1	85	0.435	RF00079
RF00079_CP000964.1	88	0.489	RF00079
RF00079_CP001063.1	88	0.500	RF00079
RF00079_CP001120.1	87	0.494	RF00079
RF00079_CU928158.2	83	0.434	RF00079
RF00079_U00096.2	88	0.500	RF00079
