ID	Len	GC	Group
RF00182_AF029248.1	129	0.566	RF00182
RF00182_AF159126.1	129	0.519	RF00182
RF00182_AF201929.1	129	0.558	RF00182
RF00182_AF207902.1	129	0.558	RF00182
RF00182_AF208066.1	129	0.558	RF00182
RF00182_AF208067.1	129	0.566	RF00182
RF00182_AF220295.1	129	0.519	RF00182
RF00182_AF391541.1	129	0.519	RF00182
RF00182_AF391542.1	129	0.519	RF00182
RF00182_M55148.1	129	0.558	RF00182
RF00182_M61144.1	129	0.558	RF00182
RF00182_S59673.1	129	0.566	RF00182
RF00182_U00735.2	129	0.519	RF00182
RF00182_X51939.1	129	0.566	RF00182
RF00182_X57302.1	129	0.566	RF00182
