ID	Len	GC	Group
RF00377_AAEX02020194.1	110	0.509	RF00377
RF00377_AAFC03096048.1	109	0.459	RF00377
RF00377_AAFR03022260.1	110	0.536	RF00377
RF00377_AAGV020202921.1	109	0.459	RF00377
RF00377_AAGW01197588.1	109	0.486	RF00377
RF00377_AAIY01506494.1	110	0.500	RF00377
RF00377_AALT01565313.1	104	0.433	RF00377
RF00377_AANH01002636.1	102	0.510	RF00377
RF00377_AANN01811685.1	110	0.527	RF00377
RF00377_AAPE01464469.1	109	0.523	RF00377
RF00377_AAPN01299515.1	98	0.653	RF00377
RF00377_AAPY01471620.1	107	0.458	RF00377
RF00377_AAQQ01611284.1	110	0.473	RF00377
RF00377_AAQR01073797.1	110	0.491	RF00377
RF00377_AAWR02001648.1	106	0.453	RF00377
RF00377_AAWZ01031875.1	109	0.523	RF00377
RF00377_AAXN01021992.1	110	0.518	RF00377
RF00377_AAYZ01083119.1	110	0.527	RF00377
RF00377_ABDC01344386.1	109	0.468	RF00377
RF00377_AF357382.1	99	0.505	RF00377
RF00377_AJ243222.1	109	0.486	RF00377
RF00377_AL161747.5	104	0.471	RF00377
RF00377_CAAB01002138.1	98	0.520	RF00377
RF00377_CR388231.17	115	0.452	RF00377
