ID	Len	GC	Group
RF00732_AAAB01008980.1	90	0.444	RF00732
RF00732_AADG05001619.1	87	0.506	RF00732
RF00732_AADK01007727.1	87	0.563	RF00732
RF00732_AAIZ01002385.1	88	0.477	RF00732
RF00732_AAJJ01000649.1	85	0.447	RF00732
RF00732_AAPP01015737.1	88	0.477	RF00732
RF00732_AAPT01020969.1	88	0.466	RF00732
RF00732_AAPU01010637.1	88	0.477	RF00732
RF00732_AAQB01006829.1	89	0.472	RF00732
RF00732_AASW01038426.1	88	0.477	RF00732
RF00732_AAWU01017841.1	88	0.443	RF00732
RF00732_AAZO01007192.1	86	0.384	RF00732
RF00732_AAZX01002044.1	87	0.471	RF00732
